role_level,position,age,experience_years,avg_task_completion,attendance_rate,projects_handled,overtime_hours,training_hours,FeedBack
Senior,UI Designer,22,10,4,1,17,22,22,5
Trainee,Database Administrator,28,9,2,4,3,39,12,1
Junior,Business Analyst,52,27,4,4,12,49,8,3
Trainee,Security Analyst,33,28,3,5,14,8,23,4
Senior,Security Analyst,26,28,3,3,2,28,38,2
Trainee,Network Engineer,59,25,3,5,5,41,29,2
Senior,DevOps Engineer,33,3,5,3,10,28,0,2
Junior,Business Analyst,39,22,4,5,10,1,9,3
Junior,System Administrator,23,23,2,4,9,16,37,4
Senior,Data Analyst,31,14,4,4,13,44,14,4
Junior,UI Designer,36,26,4,3,10,30,8,2
Junior,Network Engineer,51,25,5,4,6,27,12,2
Junior,Security Analyst,38,15,5,3,11,42,22,3
Junior,Data Scientist,25,2,4,1,4,47,32,2
Senior,Network Engineer,28,24,2,1,14,38,8,3
Trainee,UI Designer,52,14,4,3,17,29,2,4
Trainee,UI Designer,55,16,3,4,2,34,29,1
Junior,DevOps Engineer,27,7,5,1,10,47,8,2
Trainee,Security Analyst,59,4,2,2,3,19,24,1
Trainee,Business Analyst,55,18,1,2,7,15,23,2
Junior,Product Manager,36,24,1,3,7,33,31,3
Junior,Database Administrator,35,27,4,2,1,13,6,1
Trainee,Data Analyst,27,5,5,1,8,25,35,3
Senior,DevOps Engineer,58,6,1,1,1,19,24,1
Junior,QA Tester,53,27,4,1,8,41,19,2
Senior,Database Administrator,24,7,4,5,14,23,16,4
Trainee,Security Analyst,24,15,4,2,14,42,35,5
Junior,DevOps Engineer,43,26,2,4,2,17,25,1
Senior,System Administrator,43,1,5,3,8,42,18,2
Junior,Data Analyst,31,24,1,5,19,8,36,5
Trainee,Network Engineer,24,4,4,2,10,18,2,2
Senior,Software Engineer,33,29,2,1,7,19,27,2
Trainee,QA Tester,50,25,3,1,13,41,21,4
Trainee,UX Designer,38,1,5,2,15,29,18,4
Junior,DevOps Engineer,28,11,2,4,11,25,15,3
Senior,UI Designer,34,18,1,1,14,30,5,3
Trainee,Product Manager,23,14,4,2,11,34,36,4
Trainee,Software Engineer,25,22,3,5,2,2,30,2
Senior,DevOps Engineer,31,11,3,3,2,39,33,2
Trainee,DevOps Engineer,45,10,2,1,12,28,30,4
Trainee,Data Scientist,38,27,1,1,15,5,10,3
Senior,Database Administrator,27,17,3,1,17,0,35,5
Senior,Data Scientist,40,4,1,5,14,23,5,3
Senior,Software Engineer,26,24,5,5,16,37,26,5
Senior,Business Analyst,53,15,1,5,8,33,6,2
Junior,Network Engineer,31,26,3,5,17,6,31,5
Senior,Data Scientist,30,16,1,3,5,10,7,1
Junior,UI Designer,48,21,1,2,12,10,32,4
Junior,QA Tester,34,13,4,3,6,35,14,2
Junior,UX Designer,40,9,4,4,18,19,26,5
Trainee,Database Administrator,42,11,1,5,5,15,29,2
Junior,Data Analyst,45,11,1,3,6,4,21,2
Junior,UX Designer,59,6,1,3,9,23,28,3
Trainee,UX Designer,25,1,4,5,15,29,29,5
Trainee,Data Analyst,45,22,3,1,10,29,1,2
Trainee,Data Scientist,56,6,1,5,17,38,14,4
Senior,Software Engineer,24,13,3,1,19,47,26,5
Trainee,Data Analyst,25,22,4,3,12,46,6,3
Trainee,Network Engineer,58,24,5,2,9,36,26,3
Junior,Network Engineer,56,22,5,4,15,32,20,4
Trainee,Security Analyst,52,5,2,3,14,19,12,4
Senior,System Administrator,46,15,1,2,1,21,16,1
Trainee,Business Analyst,34,27,2,5,17,40,10,4
Senior,QA Tester,25,18,4,4,1,20,9,1
Trainee,Product Manager,35,20,5,4,13,36,32,5
Trainee,Data Scientist,34,14,3,1,8,26,13,2
Trainee,Database Administrator,48,15,2,5,13,37,36,5
Trainee,Business Analyst,27,26,3,1,16,34,7,4
Senior,Data Analyst,38,5,2,2,2,37,32,1
Senior,System Administrator,57,26,2,1,13,39,6,3
Junior,Product Manager,56,4,3,3,18,5,33,5
Senior,Database Administrator,38,2,1,5,3,31,6,1
Trainee,QA Tester,23,7,2,2,13,15,6,3
Junior,QA Tester,34,10,4,2,19,27,35,5
Junior,Data Scientist,23,16,1,5,13,15,6,3
Junior,Data Analyst,49,10,1,4,19,26,19,5
Trainee,Business Analyst,47,18,2,4,4,2,17,1
Senior,Software Engineer,43,17,5,2,19,48,13,5
Trainee,Business Analyst,24,21,4,4,18,20,39,5
Junior,Business Analyst,56,28,1,2,6,37,13,1
Trainee,QA Tester,33,13,3,5,19,37,20,5
Trainee,Software Engineer,45,1,2,3,4,29,26,2
Senior,Software Engineer,26,1,4,4,4,21,25,2
Senior,Data Scientist,41,15,4,1,7,18,26,2
Junior,Database Administrator,34,1,5,2,7,30,23,2
Trainee,Product Manager,33,6,3,1,16,19,4,4
Trainee,DevOps Engineer,34,25,5,2,16,46,37,5
Senior,UX Designer,31,26,5,2,5,18,27,2
Trainee,Database Administrator,54,13,5,4,15,1,31,5
Trainee,UX Designer,37,27,3,1,4,39,23,1
Trainee,QA Tester,56,28,2,4,13,38,5,3
Senior,DevOps Engineer,24,1,2,1,19,26,9,4
Junior,Product Manager,26,5,1,1,7,7,2,1
Junior,DevOps Engineer,47,9,2,4,12,44,6,3
Trainee,Data Scientist,32,25,4,4,9,26,28,3
Junior,Business Analyst,28,17,3,3,17,14,33,5
Senior,QA Tester,31,16,5,1,2,11,6,1
Senior,Software Engineer,55,8,1,4,16,46,16,4
Junior,Network Engineer,24,17,1,3,7,13,12,2
Junior,QA Tester,29,15,4,2,18,6,20,5
Trainee,UX Designer,52,24,2,4,7,16,30,3
Junior,Product Manager,32,1,1,3,1,25,8,1
Trainee,DevOps Engineer,28,12,5,1,3,36,12,1
Trainee,Product Manager,23,5,4,5,11,19,16,3
Senior,Database Administrator,27,24,2,4,15,9,7,4
Senior,Data Scientist,53,6,5,1,3,18,8,1
Senior,QA Tester,41,25,4,3,13,17,8,3
Senior,Database Administrator,55,1,4,1,4,29,39,2
Junior,Data Analyst,37,25,5,5,8,29,29,3
Senior,QA Tester,46,1,1,4,4,24,6,1
Junior,Database Administrator,33,10,4,1,18,23,16,5
Senior,Software Engineer,28,10,1,1,7,9,38,3
Junior,QA Tester,38,3,1,1,11,1,37,4
Trainee,System Administrator,32,17,5,3,4,37,4,1
Junior,Data Scientist,27,19,3,4,13,31,16,4
Junior,UI Designer,44,28,4,1,9,34,39,4
Senior,Data Scientist,48,11,5,2,9,36,0,2
Junior,DevOps Engineer,27,29,5,2,19,6,15,5
Trainee,Network Engineer,59,18,5,2,3,6,16,1
Trainee,UI Designer,23,2,3,2,12,26,29,4
Senior,DevOps Engineer,43,9,2,3,11,9,30,4
Trainee,DevOps Engineer,41,24,1,4,11,32,34,4
Junior,Software Engineer,46,17,2,5,17,42,7,4
Trainee,Software Engineer,36,28,2,5,14,6,29,5
Senior,Security Analyst,50,14,3,3,16,5,38,5
Junior,Business Analyst,29,4,4,4,10,5,20,3
Senior,UX Designer,58,29,5,5,4,12,14,1
Junior,Business Analyst,54,17,4,1,10,47,33,4
Trainee,Business Analyst,43,17,4,1,12,12,26,4
Senior,Network Engineer,26,12,2,1,9,1,1,1
Senior,UX Designer,39,28,1,3,15,18,9,4
Junior,Data Analyst,59,20,2,4,9,18,4,2
Senior,UI Designer,58,18,4,2,7,49,26,2
Junior,Product Manager,51,3,2,3,12,37,3,3
Junior,Business Analyst,52,11,4,3,14,1,12,4
Junior,Network Engineer,31,25,3,1,16,25,16,4
Junior,Security Analyst,36,18,1,2,19,5,20,5
Trainee,QA Tester,39,4,2,1,3,19,22,1
Junior,QA Tester,44,17,3,1,11,22,32,4
Senior,DevOps Engineer,54,18,3,5,19,14,14,5
Trainee,UX Designer,37,5,4,5,8,5,13,2
Senior,DevOps Engineer,59,14,4,5,8,27,8,2
Trainee,Network Engineer,56,10,3,4,3,34,36,2
Junior,System Administrator,55,15,5,4,10,10,29,4
Trainee,System Administrator,49,1,3,4,13,7,28,4
Trainee,Security Analyst,23,16,5,4,9,49,22,3
Senior,Database Administrator,51,11,2,4,6,48,33,3
Senior,Product Manager,34,23,4,3,15,23,6,4
Junior,Software Engineer,37,20,2,2,16,20,8,4
Trainee,Software Engineer,26,6,2,4,5,48,3,1
Trainee,UX Designer,49,24,1,2,13,35,1,3
Trainee,UX Designer,41,29,3,3,19,6,26,5
Junior,Business Analyst,45,22,2,3,2,4,32,1
Junior,System Administrator,48,16,1,2,6,28,31,2
Junior,Business Analyst,51,2,5,5,1,15,36,2
Junior,Software Engineer,48,1,5,2,15,5,26,5
Junior,Database Administrator,47,24,4,2,15,13,27,5
Senior,UI Designer,28,24,4,1,14,1,2,3
Trainee,UI Designer,59,9,5,5,7,24,35,3
Trainee,UX Designer,26,22,3,3,5,30,7,1
Trainee,Database Administrator,44,12,2,4,16,49,36,5
Trainee,DevOps Engineer,49,17,5,5,17,49,37,5
Trainee,Software Engineer,55,25,4,2,11,12,21,3
Trainee,UI Designer,36,28,3,1,15,17,13,4
Trainee,Database Administrator,53,29,3,1,16,16,14,4
Trainee,Database Administrator,47,15,3,4,3,44,3,1
Senior,Software Engineer,52,19,5,4,6,27,17,2
Trainee,Data Scientist,40,27,2,2,13,11,0,3
Senior,Database Administrator,30,22,5,1,1,34,11,1
Junior,Database Administrator,50,10,5,1,14,21,16,4
Trainee,QA Tester,25,29,4,4,2,38,18,1
Junior,System Administrator,24,26,3,1,2,0,35,1
Junior,Business Analyst,50,27,2,1,15,36,6,3
Junior,Software Engineer,32,12,1,2,18,20,8,4
Senior,QA Tester,54,14,1,4,9,0,7,2
Junior,Database Administrator,59,9,4,4,3,3,24,1
Junior,Data Scientist,32,27,3,3,4,31,6,1
Junior,Business Analyst,48,13,1,4,15,0,7,3
Trainee,Software Engineer,54,3,2,3,5,12,23,2
Trainee,UX Designer,42,21,5,5,5,45,16,2
Senior,QA Tester,52,29,2,1,10,46,11,2
Senior,Business Analyst,59,14,5,4,16,16,30,5
Trainee,Software Engineer,23,21,2,3,12,11,11,3
Senior,QA Tester,48,10,3,1,14,6,1,3
Trainee,Data Scientist,57,16,1,4,11,2,11,3
Junior,Software Engineer,32,7,3,2,19,49,26,5
Junior,Software Engineer,39,4,4,2,6,25,6,1
Senior,Software Engineer,22,27,2,2,10,30,12,2
Trainee,Security Analyst,56,20,3,2,3,35,35,2
Trainee,Product Manager,56,23,4,3,15,25,0,3
Senior,Security Analyst,52,25,4,3,11,2,34,4
Trainee,Database Administrator,49,11,4,4,2,43,29,1
Junior,UX Designer,22,16,2,4,6,27,30,2
Senior,Database Administrator,46,20,3,1,17,43,16,4
Senior,Data Scientist,59,4,5,3,18,16,7,5
Trainee,Security Analyst,41,22,5,5,4,37,2,1
Senior,Business Analyst,24,22,5,1,9,46,9,2
Trainee,Network Engineer,23,23,2,3,10,29,33,4
Trainee,Product Manager,39,17,4,4,2,1,21,1
Trainee,DevOps Engineer,31,13,4,4,11,7,3,2
Trainee,Network Engineer,26,11,1,1,11,13,31,3
Trainee,Product Manager,30,3,5,2,11,36,28,4
Senior,System Administrator,23,9,4,3,1,34,10,1
Junior,System Administrator,55,6,1,5,14,41,12,4
Junior,Software Engineer,59,22,1,1,1,38,3,1
Senior,Database Administrator,52,21,5,5,9,10,1,2
Senior,Product Manager,31,11,1,2,1,14,33,1
Junior,DevOps Engineer,33,16,1,1,4,1,21,1
Junior,Product Manager,57,19,3,3,1,36,4,1
Junior,UX Designer,42,27,1,4,19,42,8,5
Junior,Network Engineer,27,5,5,2,10,31,19,3
Junior,UX Designer,24,14,3,2,15,39,20,4
Trainee,DevOps Engineer,31,17,3,5,4,12,16,1
Senior,Product Manager,26,3,5,5,14,42,11,4
Trainee,QA Tester,47,4,3,2,5,16,27,2
Junior,Database Administrator,42,16,2,1,15,14,17,4
Junior,UX Designer,47,16,5,4,15,32,2,4
Junior,UX Designer,59,21,3,4,16,15,4,4
Trainee,UI Designer,47,26,2,1,16,12,13,4
Trainee,Product Manager,29,25,4,5,4,21,25,2
Junior,Database Administrator,26,4,5,1,9,22,18,3
Trainee,UX Designer,36,19,4,4,1,35,16,1
Trainee,Security Analyst,37,26,5,3,5,42,38,3
Junior,Data Scientist,22,17,4,3,9,49,3,2
Trainee,Product Manager,37,13,4,2,5,49,34,2
Senior,System Administrator,58,26,5,4,4,9,23,2
Senior,UI Designer,24,22,1,5,16,16,12,4
Senior,UX Designer,52,23,2,3,2,29,32,1
Senior,UI Designer,34,26,4,3,16,12,14,4
Junior,System Administrator,37,24,3,2,18,29,14,5
Junior,DevOps Engineer,42,28,1,5,2,45,30,1
Junior,DevOps Engineer,23,1,2,5,16,29,27,5
Senior,Network Engineer,48,12,2,4,1,6,9,1
Senior,Product Manager,59,4,3,3,16,9,6,4
Trainee,System Administrator,47,11,5,5,3,34,32,2
Trainee,Data Analyst,59,5,5,1,15,1,6,4
Senior,Network Engineer,46,2,4,3,11,29,4,2
Senior,Data Analyst,32,17,5,3,10,18,25,3
Senior,Product Manager,29,8,3,3,17,38,15,5
Senior,Software Engineer,29,6,2,5,4,36,7,1
Trainee,Database Administrator,54,21,2,4,17,2,21,5
Senior,UI Designer,28,29,4,1,4,24,33,2
Trainee,UI Designer,59,9,1,2,19,33,39,5
Senior,Database Administrator,42,13,3,2,1,21,27,1
Senior,Database Administrator,29,11,4,3,14,37,35,5
Senior,DevOps Engineer,42,29,3,2,11,13,6,2
Trainee,Data Analyst,41,16,5,1,7,38,39,3
Trainee,Database Administrator,29,16,4,4,17,1,27,5
Junior,Security Analyst,52,27,2,5,4,31,1,1
Senior,Business Analyst,50,2,3,5,10,42,8,2
Junior,Database Administrator,30,10,4,5,17,2,5,4
Junior,UX Designer,36,12,2,4,4,40,0,1
Trainee,UX Designer,51,8,1,1,19,7,2,4
Trainee,UX Designer,47,11,3,5,18,25,9,5
Junior,DevOps Engineer,31,10,5,2,17,31,36,5
Senior,System Administrator,50,13,3,4,6,10,22,2
Trainee,Security Analyst,37,25,5,3,7,49,32,3
Senior,QA Tester,57,17,5,5,6,0,8,2
Senior,Data Analyst,41,7,1,3,12,14,12,3
Junior,Security Analyst,58,24,4,1,9,3,27,3
Junior,Network Engineer,43,3,3,3,18,3,6,4
Junior,Data Analyst,28,20,2,1,2,27,25,1
Junior,Security Analyst,44,13,4,5,17,9,15,5
Trainee,Business Analyst,50,19,4,3,1,10,39,2
Trainee,Security Analyst,37,7,1,3,9,49,25,3
Junior,Security Analyst,59,9,5,5,6,22,38,3
Trainee,Security Analyst,49,19,4,4,2,46,31,2
Junior,UI Designer,59,13,5,2,6,2,35,3
Senior,Software Engineer,52,22,2,2,9,38,0,1
Senior,Product Manager,35,8,5,3,3,38,20,1
Senior,Network Engineer,54,22,2,5,16,16,12,4
Junior,Network Engineer,30,18,1,4,15,21,25,4
Senior,UI Designer,48,29,4,5,12,26,8,3
Trainee,Database Administrator,45,23,4,1,8,15,36,3
Senior,System Administrator,34,2,3,2,6,15,22,2
Senior,Product Manager,47,18,3,1,3,39,0,1
Senior,Data Analyst,50,18,1,4,4,2,1,1
Trainee,System Administrator,49,11,4,1,10,46,27,3
Junior,Product Manager,49,1,3,1,14,32,35,5
Trainee,Business Analyst,29,14,3,3,15,41,30,5
Junior,Business Analyst,44,16,3,3,7,1,4,1
Junior,Data Scientist,50,11,5,4,7,38,36,3
Senior,Database Administrator,26,1,3,3,8,45,24,3
Junior,QA Tester,28,7,4,3,10,47,7,2
Trainee,Business Analyst,57,29,5,3,19,26,33,5
Trainee,Data Analyst,48,16,3,5,19,14,38,5
Junior,Software Engineer,23,14,1,2,2,6,31,1
Senior,UX Designer,46,15,1,2,15,44,10,3
Senior,Data Scientist,30,14,4,2,1,41,24,1
Trainee,UX Designer,48,28,2,1,10,8,2,2
Senior,Network Engineer,22,21,3,5,6,40,31,3
Junior,Database Administrator,44,11,1,1,13,5,34,4
Junior,Security Analyst,31,16,2,5,10,11,31,4
Trainee,QA Tester,46,19,3,2,12,29,33,4
Junior,Network Engineer,24,17,5,5,6,19,36,3
Trainee,Product Manager,27,27,4,4,6,19,4,1
Junior,Network Engineer,27,26,5,3,1,45,27,1
Trainee,DevOps Engineer,23,6,5,4,12,26,27,4
Senior,Database Administrator,39,11,2,2,10,19,7,2
Junior,Business Analyst,44,17,2,3,14,6,26,4
Junior,Software Engineer,23,9,4,2,15,39,15,4
Trainee,QA Tester,33,18,5,3,4,39,17,1
Trainee,UX Designer,43,17,3,4,1,29,24,1
Junior,Data Scientist,58,12,5,2,8,7,0,1
Trainee,Business Analyst,41,23,1,5,3,1,7,1
Junior,Data Analyst,45,22,2,2,14,13,20,4
Senior,Business Analyst,41,22,4,3,17,9,33,5
Trainee,Data Scientist,22,5,3,5,2,49,23,1
Junior,Data Scientist,22,11,1,4,15,17,36,5
Senior,DevOps Engineer,38,4,2,4,6,17,25,2
Senior,Business Analyst,22,27,1,4,5,15,13,1
Junior,Network Engineer,51,4,4,5,14,4,28,5
Trainee,Business Analyst,24,3,5,2,19,30,29,5
Junior,Database Administrator,32,26,5,4,9,36,2,2
Senior,Database Administrator,45,24,4,3,8,19,6,2
Junior,Security Analyst,43,23,3,1,3,22,35,2
Trainee,DevOps Engineer,47,25,3,1,18,31,10,4
Senior,System Administrator,34,17,1,2,8,41,31,3
Junior,System Administrator,22,7,2,3,16,16,11,4
Trainee,Security Analyst,45,26,1,5,15,12,14,4
Senior,Product Manager,31,4,5,4,15,48,37,5
Trainee,System Administrator,56,23,5,3,16,49,23,5
Senior,Database Administrator,45,13,3,1,1,12,0,1
Junior,Security Analyst,49,12,4,2,10,16,17,3
Trainee,UI Designer,57,1,1,2,19,14,6,4
Senior,Network Engineer,37,21,4,4,5,25,1,1
Trainee,Business Analyst,37,19,4,1,18,43,39,5
Trainee,Network Engineer,38,21,3,3,3,27,30,2
Junior,Security Analyst,36,20,2,5,4,41,32,2
Trainee,Software Engineer,37,18,5,4,4,44,29,2
Senior,Business Analyst,36,11,4,4,11,29,30,4
Senior,UI Designer,55,20,5,4,9,42,33,4
Senior,UI Designer,32,3,5,2,1,34,6,1
Senior,Network Engineer,22,29,5,1,16,21,24,5
Junior,UX Designer,36,17,1,5,9,9,15,2
Trainee,Business Analyst,47,12,1,4,11,10,21,3
Junior,QA Tester,25,10,2,3,6,37,35,3
Trainee,UI Designer,26,8,1,1,17,32,26,5
Trainee,Software Engineer,56,15,3,4,12,5,16,3
Trainee,DevOps Engineer,34,5,4,1,8,36,3,1
Junior,Product Manager,31,4,3,1,16,6,34,5
Trainee,UX Designer,32,26,2,2,5,43,21,2
Junior,DevOps Engineer,39,28,5,3,1,11,34,1
Senior,UX Designer,55,21,1,1,17,6,14,4
Senior,Database Administrator,44,20,2,1,8,1,39,3
Trainee,Software Engineer,28,19,4,4,10,0,20,3
Junior,Database Administrator,24,21,4,3,18,22,12,5
Senior,Network Engineer,33,4,3,3,15,24,10,4
Junior,Data Scientist,28,15,1,3,13,17,26,4
Junior,Business Analyst,47,17,4,5,10,43,30,4
Trainee,Database Administrator,54,12,1,1,9,6,31,3
Senior,Security Analyst,58,3,1,1,13,2,29,4
Trainee,Data Analyst,36,10,4,4,3,28,17,1
Trainee,QA Tester,23,15,2,1,3,9,15,1
Senior,DevOps Engineer,28,10,2,3,1,42,34,1
Senior,Business Analyst,53,24,3,3,2,4,8,1
Junior,QA Tester,25,23,5,5,11,33,38,4
Senior,Data Scientist,41,18,5,5,14,7,36,5
Junior,Data Analyst,57,1,3,5,10,13,9,3
Junior,QA Tester,53,3,2,1,7,39,11,1
Junior,QA Tester,49,21,2,5,1,5,7,1
Senior,DevOps Engineer,34,26,2,1,7,0,2,1
Trainee,System Administrator,22,27,3,4,15,32,18,4
Junior,Data Analyst,56,12,4,4,11,39,10,3
Trainee,Business Analyst,51,1,3,1,6,10,7,1
Trainee,Data Scientist,57,3,2,4,7,49,25,2
Senior,Data Analyst,46,3,2,1,7,23,22,2
Trainee,Network Engineer,37,5,3,2,1,9,9,1
Trainee,Software Engineer,40,19,2,5,10,43,17,3
Senior,Network Engineer,22,29,3,1,15,22,11,4
Junior,System Administrator,26,25,4,1,8,15,38,3
Trainee,Software Engineer,43,1,4,3,19,36,25,5
Senior,Data Scientist,45,4,3,5,3,15,10,1
Trainee,DevOps Engineer,58,29,3,1,15,43,9,4
Trainee,DevOps Engineer,57,29,2,2,4,30,2,1
Junior,Database Administrator,57,26,1,5,6,5,6,1
Trainee,Data Scientist,25,26,4,1,10,29,3,2
Senior,UX Designer,57,4,2,2,18,36,39,5
Trainee,Data Scientist,39,17,4,4,16,0,7,4
Junior,Network Engineer,37,14,4,3,18,41,37,5
Junior,System Administrator,39,18,5,5,6,24,12,2
Senior,UI Designer,43,27,5,1,19,45,11,5
Junior,DevOps Engineer,23,1,1,5,17,20,34,5
Trainee,Product Manager,42,22,5,5,18,34,37,5
Junior,System Administrator,57,16,4,1,13,37,35,4
Senior,Security Analyst,50,3,4,1,7,4,1,1
Junior,System Administrator,47,23,1,5,12,48,14,3
Junior,System Administrator,42,21,5,3,2,49,33,2
Junior,Database Administrator,38,9,1,3,12,11,38,4
Senior,QA Tester,37,23,5,4,12,4,25,4
Junior,System Administrator,52,4,1,4,4,8,4,1
Junior,Database Administrator,30,21,4,5,4,43,24,2
Trainee,DevOps Engineer,52,5,3,1,18,8,33,5
Senior,UI Designer,35,11,1,2,16,34,3,3
Junior,UI Designer,58,21,1,5,14,0,33,5
Senior,System Administrator,23,26,3,5,17,46,26,5
Junior,Security Analyst,35,9,1,4,17,9,28,5
Junior,Software Engineer,54,26,3,5,3,45,4,1
Junior,DevOps Engineer,56,3,4,4,6,38,17,2
Trainee,Database Administrator,41,6,5,2,13,35,3,3
Trainee,DevOps Engineer,23,24,4,5,9,36,0,2
Trainee,Security Analyst,40,11,1,3,9,47,19,2
Senior,Data Analyst,58,9,2,1,8,34,5,1
Senior,Network Engineer,39,29,2,2,17,16,19,5
Trainee,Security Analyst,37,15,5,4,16,12,19,5
Senior,Database Administrator,25,23,5,5,16,5,26,5
Junior,Security Analyst,33,28,2,2,19,36,25,5
Junior,Database Administrator,50,3,1,2,16,47,31,5
Junior,Business Analyst,28,1,5,3,14,31,9,4
Trainee,UX Designer,35,20,5,5,14,10,17,4
Senior,Database Administrator,33,29,5,4,14,16,11,4
Trainee,Security Analyst,56,22,5,3,14,4,9,4
Senior,UX Designer,26,19,3,4,12,5,23,4
Junior,Database Administrator,38,14,1,2,6,9,23,2
Trainee,Database Administrator,53,17,3,3,13,32,37,5
Senior,Software Engineer,31,22,3,2,16,29,24,5
Senior,UX Designer,38,14,3,5,9,20,7,2
Junior,Data Analyst,26,17,3,1,2,41,13,1
Trainee,Security Analyst,30,25,2,4,3,16,30,2
Trainee,Security Analyst,54,27,2,2,10,26,23,3
Trainee,Data Scientist,57,14,3,3,2,2,15,1
Junior,UX Designer,57,12,1,2,10,28,19,3
Trainee,DevOps Engineer,39,16,3,2,8,1,37,3
Junior,Security Analyst,30,1,5,2,17,28,14,5
Junior,Network Engineer,50,13,5,4,1,48,13,1
Junior,Data Scientist,35,6,3,2,6,35,11,1
Senior,UX Designer,46,17,3,4,7,33,33,3
Trainee,DevOps Engineer,36,12,1,3,15,36,7,3
Trainee,DevOps Engineer,27,23,4,3,18,41,18,5
Junior,System Administrator,50,19,2,3,9,0,4,2
Junior,UI Designer,36,6,3,5,8,25,26,3
Trainee,Software Engineer,50,7,5,2,10,0,12,3
Junior,Data Analyst,25,1,3,2,4,3,31,2
Trainee,QA Tester,39,1,1,5,8,38,30,3
Senior,Security Analyst,37,29,2,1,1,13,36,1
Junior,Business Analyst,32,5,3,5,8,45,1,2
Trainee,UX Designer,35,6,3,1,12,17,6,3
Junior,UX Designer,24,16,5,4,15,33,10,4
Trainee,Data Scientist,59,25,3,1,13,0,10,3
Trainee,Data Scientist,39,16,4,5,16,21,22,5
Junior,Database Administrator,41,14,3,3,18,15,30,5
Senior,Business Analyst,46,1,3,2,1,21,7,1
Trainee,UX Designer,59,13,3,1,17,49,31,5
Trainee,Product Manager,34,20,3,2,16,15,20,4
Trainee,Data Analyst,25,10,3,4,5,27,30,2
Senior,Database Administrator,35,24,2,2,10,27,0,2
Senior,Database Administrator,54,10,5,2,6,21,12,2
Junior,UX Designer,49,9,2,3,12,5,10,3
Senior,Security Analyst,58,13,1,3,10,24,28,3
Junior,UI Designer,29,3,1,1,17,41,3,4
Junior,Business Analyst,55,27,1,1,2,1,35,1
Senior,Database Administrator,26,18,3,4,19,6,14,5
Junior,Security Analyst,26,20,1,5,6,16,2,1
Senior,Product Manager,52,2,1,2,13,34,28,4
Junior,Data Analyst,30,17,3,4,9,19,20,3
Senior,UX Designer,53,28,4,1,12,43,1,2
Senior,QA Tester,54,19,1,2,18,1,5,4
Junior,System Administrator,24,23,3,3,8,6,30,3
Trainee,Security Analyst,51,13,4,2,18,31,23,5
Junior,UI Designer,33,13,5,3,2,48,39,2
Senior,QA Tester,50,1,4,5,8,18,16,2
Trainee,Network Engineer,24,2,2,5,10,11,4,2
Junior,Data Scientist,47,1,4,1,9,8,1,2
Junior,Security Analyst,51,24,3,2,18,26,11,4
Junior,Data Scientist,30,5,2,5,8,13,4,2
Trainee,UX Designer,47,24,5,2,19,1,19,5
Senior,Data Scientist,23,3,3,4,3,20,7,1
Junior,Network Engineer,24,29,5,2,9,3,0,2
Junior,UI Designer,25,28,4,2,13,20,5,3
Junior,Data Analyst,46,7,4,1,9,47,10,2
Junior,DevOps Engineer,34,24,4,5,12,21,2,3
Junior,Software Engineer,56,22,3,5,13,48,30,4
Senior,Business Analyst,44,13,3,2,8,1,27,3
Senior,Data Analyst,30,29,5,5,15,16,4,4
Junior,DevOps Engineer,23,23,4,2,13,18,25,4
Trainee,Product Manager,52,28,5,1,13,39,15,3
Senior,Security Analyst,23,18,5,4,17,23,30,5
Trainee,Security Analyst,53,24,5,4,15,19,27,5
Senior,Database Administrator,39,21,4,2,19,37,6,5
Junior,UI Designer,34,7,3,2,3,11,37,2
Senior,Security Analyst,26,1,1,5,14,24,8,3
Junior,QA Tester,31,5,4,5,10,22,38,4
Senior,DevOps Engineer,46,17,2,5,17,49,34,5
Junior,UI Designer,55,28,2,1,8,33,26,3
Junior,System Administrator,58,29,2,4,18,31,11,5
Junior,QA Tester,51,8,5,2,12,23,24,4
Junior,Security Analyst,28,15,5,5,17,41,28,5
Trainee,Data Scientist,27,20,4,1,11,24,30,4
Junior,Network Engineer,24,4,3,2,9,2,33,3
Trainee,Data Scientist,34,2,4,3,15,24,32,5
Trainee,QA Tester,24,5,4,5,9,27,26,3
Junior,Product Manager,47,1,3,4,12,11,1,3
Trainee,Security Analyst,45,25,2,2,11,25,13,3
Senior,Product Manager,27,5,2,3,17,47,12,4
Junior,Product Manager,33,6,3,5,6,43,23,2
Trainee,DevOps Engineer,57,2,4,1,8,7,4,2
Junior,Business Analyst,23,26,3,5,10,4,33,4
Junior,DevOps Engineer,32,26,5,5,15,10,22,5
Junior,UX Designer,55,1,1,1,4,41,18,1
Trainee,Software Engineer,47,4,2,1,18,34,29,5
Senior,QA Tester,39,7,3,2,11,26,15,3
Senior,Data Analyst,42,22,1,1,9,40,39,3
Trainee,Software Engineer,57,26,2,3,9,43,33,3
Junior,System Administrator,43,1,2,4,8,37,10,2
Trainee,Network Engineer,51,1,3,3,3,18,13,1
Trainee,DevOps Engineer,51,8,2,1,18,47,14,4
Trainee,DevOps Engineer,29,20,4,4,14,31,34,5
Junior,UI Designer,55,16,3,4,3,45,6,1
Trainee,Software Engineer,30,21,1,5,17,27,28,5
Junior,Database Administrator,41,13,4,1,4,35,21,1
Trainee,UI Designer,46,23,1,4,18,17,22,5
Senior,Data Analyst,40,24,5,5,15,9,23,5
Trainee,UI Designer,26,26,5,3,19,31,34,5
