EmployeeID,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,HourlyRate,DailyRate,PercentSalaryHike,DistanceFromHome,BusinessTravel,OverTime,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,StockOptionLevel,Attrition,Over18,StandardHours
143,53,Male,Single,2,Human Resources,Finance,Finance Manager,4,12,6,6,6,4982.4,31.14,249.12,6,18,Travel_Rarely,No,0,22,6,2,1,1,2,2,3,2,No,Y,80
144,46,Male,Divorced,5,Marketing,Research & Development,Research Scientist,1,9,4,4,8,7062,44.14,353.12,21,11,Travel_Frequently,Yes,5,24,2,2,2,4,1,2,3,1,Yes,Y,80
145,59,Male,Divorced,2,Life Sciences,Human Resources,Recruiter,1,12,10,4,8,7325.4,45.78,366.24,6,20,Travel_Rarely,Yes,0,13,5,1,4,4,4,1,3,3,No,Y,80
146,65,Male,Divorced,1,Marketing,Finance,Finance Manager,1,21,8,4,2,5317.2,33.23,265.84,8,17,Non-Travel,Yes,4,24,6,1,4,2,2,3,4,1,No,Y,80
147,40,Female,Single,1,Human Resources,Finance,Financial Analyst,4,10,3,0,0,31209.6,195.06,1560.48,7,30,Travel_Rarely,No,2,12,6,1,1,3,2,4,4,2,No,Y,80
148,28,Male,Single,1,Marketing,Human Resources,Recruiter,3,13,1,1,0,3884.4,24.28,194.24,9,22,Non-Travel,Yes,5,24,3,3,1,3,3,2,3,3,No,Y,80
149,46,Female,Divorced,4,Technical Degree,Research & Development,Research Scientist,2,22,0,0,1,10579.2,66.12,528.96,23,16,Non-Travel,No,2,34,6,3,1,2,4,4,3,3,No,Y,80
150,38,Male,Divorced,3,Life Sciences,IT,IT Manager,5,23,9,3,5,31512,196.95,1575.6,21,23,Non-Travel,Yes,6,30,3,3,4,2,1,1,3,1,No,Y,80
151,53,Female,Single,1,Technical Degree,Human Resources,HR Associate,3,8,0,0,8,22572,141.07,1128.56,17,13,Travel_Rarely,Yes,7,22,6,4,1,4,4,3,3,3,No,Y,80
152,28,Male,Married,4,Life Sciences,IT,IT Manager,1,26,1,1,8,6727.8,42.05,336.4,11,21,Non-Travel,No,5,37,6,1,2,4,3,4,3,2,No,Y,80
153,28,Male,Divorced,2,Life Sciences,Human Resources,HR Manager,3,17,8,5,1,4950,30.94,247.52,10,16,Travel_Rarely,No,1,25,4,2,2,1,4,2,3,1,No,Y,80
154,48,Male,Single,5,Life Sciences,Finance,Accountant,5,30,8,2,7,6213,38.83,310.64,21,24,Travel_Rarely,No,9,45,4,2,2,2,1,4,3,2,No,Y,80
155,48,Female,Divorced,2,Marketing,Finance,Accountant,3,14,2,2,6,21367.8,133.55,1068.4,21,10,Non-Travel,No,8,20,1,2,3,3,2,2,3,2,No,Y,80
156,57,Female,Married,5,Human Resources,Finance,Finance Manager,5,9,6,0,8,11232,70.2,561.6,5,13,Travel_Rarely,Yes,0,15,2,2,3,3,2,1,3,2,No,Y,80
157,44,Male,Married,1,Human Resources,IT,Systems Administrator,5,12,3,3,0,24753,154.71,1237.68,17,14,Non-Travel,No,8,13,0,3,2,4,2,3,3,1,No,Y,80
158,40,Male,Married,2,Other,Sales,Sales Executive,2,23,8,1,6,3198,19.99,159.92,18,9,Non-Travel,No,2,28,4,3,1,3,4,2,3,2,No,Y,80
159,53,Female,Divorced,5,Marketing,Sales,Sales Manager,3,16,3,2,8,5610.6,35.07,280.56,21,6,Travel_Frequently,No,1,27,1,2,3,3,3,3,3,3,No,Y,80
160,29,Male,Divorced,3,Technical Degree,Research & Development,R&D Manager,5,29,9,3,0,39546,247.16,1977.28,15,13,Travel_Rarely,No,4,38,0,3,4,4,1,3,4,1,No,Y,80
161,28,Male,Single,5,Human Resources,Sales,Sales Manager,1,6,6,3,6,2221.2,13.88,111.04,11,18,Non-Travel,No,1,10,0,4,3,1,1,1,3,2,No,Y,80
162,38,Male,Married,4,Technical Degree,Finance,Accountant,3,0,0,0,0,3772.8,23.58,188.64,25,24,Non-Travel,Yes,9,1,5,1,3,1,3,3,3,2,No,Y,80
163,46,Female,Married,1,Technical Degree,Research & Development,R&D Manager,2,4,4,4,2,8259.6,51.62,412.96,25,12,Travel_Rarely,Yes,1,5,0,4,1,3,2,3,3,1,Yes,Y,80
164,61,Male,Married,2,Life Sciences,Research & Development,R&D Manager,5,27,0,0,8,9594,59.96,479.68,14,22,Travel_Rarely,No,1,33,5,4,3,3,2,2,3,0,No,Y,80
165,53,Female,Married,3,Human Resources,Human Resources,Recruiter,5,4,4,4,4,27051,169.07,1352.56,10,1,Travel_Frequently,Yes,3,17,2,3,2,3,4,4,3,2,No,Y,80
166,33,Male,Divorced,5,Life Sciences,Human Resources,HR Associate,5,6,4,1,1,6915,43.22,345.76,21,21,Travel_Rarely,No,9,12,0,3,4,2,3,4,3,2,No,Y,80
167,47,Male,Married,5,Life Sciences,Research & Development,R&D Manager,2,24,8,2,7,5529.6,34.56,276.48,10,19,Non-Travel,Yes,7,35,0,2,4,2,1,3,3,0,No,Y,80
168,46,Female,Married,4,Life Sciences,Sales,Sales Manager,3,3,3,3,3,20664,129.15,1033.2,22,19,Travel_Rarely,No,6,14,4,1,3,4,2,4,3,2,No,Y,80
169,60,Female,Single,5,Medical,Finance,Financial Analyst,2,2,2,2,2,5353.2,33.46,267.68,10,6,Travel_Frequently,Yes,3,15,6,3,1,4,4,4,3,1,No,Y,80
170,23,Female,Single,1,Medical,IT,IT Manager,2,4,4,0,2,3499.2,21.87,174.96,10,9,Travel_Rarely,No,9,4,5,3,1,2,4,4,4,1,No,Y,80
171,60,Female,Single,5,Medical,IT,IT Manager,5,8,2,2,7,35319,220.74,1765.92,23,3,Travel_Rarely,No,6,12,0,1,2,4,2,1,3,0,No,Y,80
172,27,Male,Married,2,Human Resources,IT,Systems Administrator,4,16,6,5,0,32232,201.45,1611.6,21,14,Travel_Rarely,No,6,27,4,1,4,2,3,4,3,0,No,Y,80
173,38,Female,Single,1,Other,Sales,Sales Manager,5,3,3,0,3,38172,238.57,1908.56,11,23,Travel_Frequently,No,5,6,1,4,3,3,4,3,3,3,No,Y,80
174,57,Female,Divorced,4,Medical,Human Resources,Recruiter,5,15,4,4,5,44052,275.32,2202.56,17,24,Travel_Rarely,Yes,3,29,6,2,1,2,4,3,4,0,Yes,Y,80
175,27,Male,Single,4,Human Resources,Finance,Financial Analyst,1,8,3,3,1,7186.8,44.92,359.36,6,24,Travel_Frequently,No,9,17,5,1,2,4,4,1,3,2,No,Y,80
176,61,Male,Single,1,Marketing,Research & Development,R&D Manager,1,5,1,1,5,4671,29.19,233.52,17,13,Non-Travel,Yes,8,5,5,1,1,3,3,3,4,2,Yes,Y,80
177,51,Male,Married,5,Life Sciences,Human Resources,HR Associate,4,16,1,1,8,16370.4,102.31,818.48,15,4,Non-Travel,No,8,24,5,4,4,4,2,3,4,3,No,Y,80
178,52,Male,Single,3,Life Sciences,Finance,Finance Manager,2,21,3,3,6,9342,58.39,467.12,21,18,Travel_Rarely,No,3,30,0,4,3,1,2,4,3,1,No,Y,80
179,33,Female,Divorced,2,Technical Degree,Research & Development,Research Scientist,2,27,4,3,3,6386.4,39.91,319.28,12,27,Non-Travel,No,2,30,0,1,4,1,1,4,3,2,No,Y,80
180,53,Female,Single,5,Marketing,Finance,Financial Analyst,5,4,0,0,4,32577,203.61,1628.88,6,17,Travel_Frequently,No,2,18,0,4,3,1,1,2,3,0,No,Y,80
181,33,Female,Divorced,3,Medical,Human Resources,HR Manager,5,10,5,2,7,26835,167.72,1341.76,11,14,Non-Travel,No,5,22,2,4,2,2,2,1,3,1,No,Y,80
182,34,Female,Single,2,Technical Degree,Sales,Sales Executive,4,15,2,2,7,16596,103.72,829.76,13,18,Non-Travel,Yes,6,18,5,2,1,2,3,4,4,0,No,Y,80
183,38,Female,Married,3,Human Resources,IT,Software Engineer,3,0,0,0,0,23641.2,147.76,1182.08,24,7,Non-Travel,Yes,4,11,2,4,4,1,4,3,3,1,No,Y,80
184,48,Female,Divorced,5,Human Resources,Finance,Financial Analyst,1,5,5,3,5,4314.6,26.97,215.76,25,10,Non-Travel,No,9,17,2,4,3,4,4,2,3,0,No,Y,80
185,64,Male,Married,1,Medical,Research & Development,Lab Technician,1,3,1,1,3,1728.6,10.8,86.4,5,25,Travel_Frequently,Yes,1,11,4,2,1,4,3,2,3,2,No,Y,80
186,30,Male,Divorced,2,Life Sciences,Sales,Sales Manager,3,27,5,5,7,19540.8,122.13,977.04,13,18,Travel_Frequently,Yes,8,32,4,4,4,3,3,4,3,0,No,Y,80
187,48,Female,Married,2,Marketing,Sales,Sales Executive,5,26,2,2,4,29061,181.63,1453.04,22,1,Non-Travel,No,7,35,0,4,3,2,1,3,3,3,No,Y,80
188,63,Male,Married,4,Medical,Human Resources,HR Associate,4,20,3,3,4,30297.6,189.36,1514.88,22,26,Travel_Frequently,No,3,22,1,2,3,1,4,4,3,3,No,Y,80
189,31,Male,Single,5,Life Sciences,Research & Development,Research Scientist,3,8,2,2,0,10465.2,65.41,523.28,7,5,Travel_Rarely,No,3,18,3,3,4,3,4,1,3,1,No,Y,80
190,26,Female,Divorced,4,Medical,Research & Development,Lab Technician,4,26,0,0,3,19929.6,124.56,996.48,19,8,Non-Travel,Yes,3,40,5,1,2,4,4,3,4,1,No,Y,80
191,57,Male,Divorced,1,Marketing,Finance,Finance Manager,3,6,5,0,3,6930,43.31,346.48,12,21,Travel_Frequently,No,0,11,6,3,1,4,2,1,4,3,No,Y,80
192,45,Male,Single,2,Medical,Finance,Financial Analyst,5,10,10,0,0,23472,146.7,1173.6,25,5,Non-Travel,Yes,2,25,1,3,3,4,2,1,3,2,No,Y,80
193,24,Female,Married,4,Human Resources,Human Resources,Recruiter,4,6,6,2,6,18470.4,115.44,923.52,15,24,Travel_Frequently,No,9,11,0,2,4,3,3,3,3,3,No,Y,80
194,61,Male,Married,5,Medical,Human Resources,Recruiter,1,21,8,6,3,6351.6,39.7,317.6,20,25,Non-Travel,Yes,9,30,2,4,3,1,1,1,3,1,Yes,Y,80
195,34,Male,Single,4,Medical,Sales,Sales Executive,5,20,6,6,8,36669,229.18,1833.44,23,9,Travel_Rarely,No,3,22,0,2,4,1,4,1,3,3,No,Y,80
196,61,Male,Married,5,Life Sciences,Sales,Sales Representative,1,30,3,1,1,8328.6,52.05,416.4,12,18,Travel_Frequently,Yes,3,37,4,2,4,1,3,4,3,3,No,Y,80
197,33,Male,Divorced,4,Human Resources,Human Resources,Recruiter,2,17,9,7,5,8595.6,53.72,429.76,22,11,Travel_Frequently,No,6,27,4,2,2,4,3,3,4,3,No,Y,80
198,24,Male,Married,5,Life Sciences,IT,Systems Administrator,3,0,0,0,0,12886.2,80.54,644.32,5,25,Non-Travel,No,8,4,0,1,4,3,2,2,3,1,No,Y,80
199,27,Female,Divorced,4,Human Resources,Research & Development,R&D Manager,1,23,5,5,2,5999.4,37.5,300,23,27,Travel_Rarely,No,0,35,0,1,3,3,4,4,4,0,No,Y,80
200,63,Male,Divorced,1,Other,Finance,Financial Analyst,3,16,0,0,8,20259,126.62,1012.96,9,11,Non-Travel,Yes,2,17,5,4,4,1,2,4,3,3,Yes,Y,80
201,27,Female,Married,5,Other,Sales,Sales Manager,4,8,1,1,8,21883.2,136.77,1094.16,9,25,Travel_Rarely,No,8,14,3,4,2,2,2,1,3,3,No,Y,80
202,29,Male,Divorced,4,Technical Degree,Human Resources,HR Manager,2,10,5,0,4,5727.6,35.8,286.4,16,20,Travel_Frequently,Yes,7,11,6,2,2,3,2,1,3,0,No,Y,80
203,40,Male,Single,3,Other,Sales,Sales Representative,4,15,0,0,3,33897.6,211.86,1694.88,22,7,Travel_Rarely,No,8,30,4,2,1,4,1,3,3,2,No,Y,80
204,25,Female,Married,1,Life Sciences,Finance,Finance Manager,3,21,10,5,1,4161.6,26.01,208.08,14,28,Non-Travel,No,3,33,4,1,3,4,1,2,3,3,No,Y,80
205,24,Male,Single,5,Marketing,Human Resources,HR Manager,4,23,2,0,5,31706.4,198.17,1585.36,16,12,Non-Travel,No,3,31,6,1,3,4,1,3,3,2,No,Y,80
206,27,Male,Divorced,4,Human Resources,IT,IT Manager,2,13,3,2,6,8541.6,53.39,427.12,24,11,Travel_Frequently,Yes,3,17,4,2,2,3,2,4,4,1,No,Y,80
207,42,Male,Single,5,Human Resources,Sales,Sales Executive,3,26,2,0,5,15809.4,98.81,790.48,18,10,Travel_Frequently,No,2,32,0,2,2,1,3,2,3,1,No,Y,80
208,27,Female,Divorced,4,Medical,IT,IT Manager,4,22,10,5,2,20035.2,125.22,1001.76,20,16,Travel_Rarely,Yes,3,29,0,4,1,3,4,2,3,1,No,Y,80
209,33,Male,Married,5,Technical Degree,Human Resources,HR Manager,2,13,6,0,6,16558.8,103.49,827.92,15,13,Non-Travel,Yes,8,16,3,4,1,2,4,1,3,0,Yes,Y,80
210,47,Female,Married,3,Technical Degree,Research & Development,Lab Technician,3,19,0,0,7,22653,141.58,1132.64,19,3,Non-Travel,Yes,2,23,3,4,3,4,1,2,3,1,No,Y,80
211,38,Male,Married,2,Other,Sales,Sales Executive,1,22,7,5,1,6349.2,39.68,317.44,17,24,Non-Travel,Yes,6,34,0,2,3,2,2,2,3,0,No,Y,80
212,50,Female,Married,2,Life Sciences,Research & Development,Research Scientist,1,19,4,0,7,6091.8,38.07,304.56,20,18,Travel_Rarely,No,3,25,4,4,4,4,4,1,3,0,No,Y,80
213,61,Female,Divorced,5,Medical,Sales,Sales Executive,2,1,1,1,0,5257.2,32.86,262.88,6,22,Non-Travel,No,5,3,0,1,4,2,2,3,3,1,No,Y,80
214,24,Female,Single,3,Marketing,Human Resources,HR Manager,1,24,6,1,4,5827.8,36.42,291.36,9,4,Non-Travel,No,5,37,4,2,2,1,1,1,3,2,No,Y,80
215,38,Female,Divorced,5,Human Resources,Human Resources,HR Associate,5,18,7,7,7,14841,92.76,742.08,24,8,Non-Travel,No,3,18,0,1,4,1,2,4,3,2,No,Y,80
216,22,Male,Divorced,2,Other,Human Resources,HR Manager,1,9,4,4,0,2319,14.49,115.92,15,11,Travel_Frequently,Yes,2,15,2,3,4,4,1,2,3,3,No,Y,80
217,51,Female,Married,1,Human Resources,Human Resources,Recruiter,3,17,8,0,3,20628,128.93,1031.44,15,26,Travel_Frequently,Yes,2,25,6,1,3,4,2,4,3,0,No,Y,80
218,42,Female,Divorced,1,Marketing,Finance,Financial Analyst,4,28,3,3,7,16699.2,104.37,834.96,11,17,Travel_Frequently,Yes,1,39,6,1,2,1,4,1,3,1,No,Y,80
219,55,Female,Married,3,Medical,Sales,Sales Manager,2,6,0,0,6,16430.4,102.69,821.52,21,4,Travel_Rarely,No,0,8,2,4,1,1,3,1,3,2,No,Y,80
220,42,Male,Single,2,Marketing,Human Resources,Recruiter,3,24,7,1,4,8002.8,50.02,400.16,10,9,Travel_Rarely,Yes,9,27,1,3,3,3,2,3,3,1,Yes,Y,80
221,56,Female,Married,1,Medical,Sales,Sales Representative,1,3,3,0,1,5392.2,33.7,269.6,17,6,Non-Travel,No,9,14,2,3,2,1,4,2,3,3,Yes,Y,80
222,65,Female,Divorced,4,Technical Degree,Research & Development,Research Scientist,2,27,9,4,5,10107.6,63.17,505.36,10,23,Non-Travel,No,5,41,3,1,1,4,1,3,3,1,No,Y,80
223,60,Female,Divorced,2,Human Resources,Sales,Sales Representative,1,10,8,1,4,6436.8,40.23,321.84,19,13,Non-Travel,No,3,17,4,2,4,4,1,3,3,3,No,Y,80
224,58,Female,Married,5,Other,Research & Development,Research Scientist,1,23,9,7,1,7021.2,43.88,351.04,24,15,Travel_Frequently,Yes,7,28,2,4,1,1,4,3,3,0,Yes,Y,80
225,59,Male,Divorced,1,Medical,Research & Development,Lab Technician,5,9,6,6,3,16107,100.67,805.36,15,10,Non-Travel,No,6,20,0,1,4,2,3,1,3,0,Yes,Y,80
226,29,Female,Married,1,Medical,Finance,Finance Manager,5,12,10,5,6,25956,162.22,1297.76,17,14,Non-Travel,Yes,2,27,1,2,4,3,4,2,3,1,Yes,Y,80
227,63,Male,Single,2,Other,Finance,Finance Manager,4,4,1,1,4,22730.4,142.06,1136.48,24,30,Travel_Frequently,Yes,7,17,4,4,4,3,2,2,3,0,No,Y,80
228,54,Male,Married,4,Human Resources,IT,Software Engineer,1,1,1,1,1,2312.4,14.45,115.6,23,16,Non-Travel,Yes,2,9,3,1,1,2,4,1,3,2,No,Y,80
229,56,Female,Single,4,Technical Degree,IT,Software Engineer,5,23,5,5,5,20481,128.01,1024.08,14,6,Travel_Rarely,No,9,31,0,4,2,1,3,1,3,0,No,Y,80
230,39,Male,Married,2,Human Resources,Human Resources,HR Manager,3,0,0,0,0,23038.2,143.99,1151.92,19,12,Travel_Rarely,No,3,15,1,1,3,1,2,2,4,3,No,Y,80
231,64,Male,Married,2,Medical,IT,IT Manager,3,1,1,1,1,5148,32.17,257.36,10,15,Travel_Frequently,No,4,16,5,2,4,4,4,3,3,3,Yes,Y,80
232,46,Female,Divorced,3,Human Resources,Sales,Sales Executive,5,20,5,5,4,22464,140.4,1123.2,13,9,Travel_Rarely,No,9,32,3,2,2,3,2,3,3,0,No,Y,80
233,48,Male,Single,5,Life Sciences,Finance,Accountant,2,23,4,4,3,3068.4,19.18,153.44,5,20,Travel_Rarely,Yes,9,29,4,1,1,1,2,4,3,1,No,Y,80
234,38,Male,Married,4,Other,Sales,Sales Manager,4,29,4,4,5,14918.4,93.24,745.92,10,25,Travel_Rarely,No,0,41,3,3,1,3,3,2,3,3,No,Y,80
235,61,Male,Married,2,Other,Finance,Financial Analyst,2,17,6,3,1,11080.8,69.25,554,13,4,Travel_Rarely,Yes,1,25,6,4,1,4,2,1,4,3,No,Y,80
236,47,Female,Divorced,1,Human Resources,Finance,Accountant,4,12,1,1,0,19915.2,124.47,995.76,20,4,Non-Travel,No,5,21,3,1,1,3,3,1,4,2,No,Y,80
237,57,Male,Single,4,Other,Research & Development,Lab Technician,4,28,1,1,7,8136,50.85,406.8,25,15,Non-Travel,Yes,2,29,1,1,2,4,4,1,3,2,No,Y,80
238,23,Female,Single,3,Life Sciences,Human Resources,Recruiter,1,12,1,1,8,5705.4,35.66,285.28,22,5,Non-Travel,Yes,1,13,5,2,4,1,4,1,3,1,Yes,Y,80
239,41,Male,Single,4,Human Resources,Research & Development,R&D Manager,1,26,1,1,7,7048.8,44.05,352.4,24,8,Travel_Rarely,Yes,6,36,6,4,3,1,2,3,4,1,No,Y,80
240,43,Male,Single,1,Marketing,Research & Development,Lab Technician,2,22,5,2,7,7189.2,44.93,359.44,23,2,Travel_Rarely,Yes,9,34,6,2,1,4,1,1,3,0,No,Y,80
241,48,Female,Divorced,4,Other,Research & Development,Research Scientist,2,20,4,4,6,7102.8,44.39,355.12,10,20,Non-Travel,Yes,9,25,5,4,1,3,3,4,3,1,Yes,Y,80
242,61,Male,Married,5,Human Resources,Research & Development,Lab Technician,2,8,0,0,1,5332.8,33.33,266.64,20,16,Travel_Rarely,Yes,0,9,5,3,3,2,4,3,3,3,Yes,Y,80
243,56,Male,Single,2,Life Sciences,Finance,Finance Manager,1,2,2,2,2,5319,33.24,265.92,11,24,Non-Travel,No,3,5,2,2,1,2,4,2,3,1,Yes,Y,80
244,25,Female,Married,2,Medical,IT,Software Engineer,2,12,5,2,7,16551.6,103.45,827.6,11,21,Travel_Frequently,No,3,22,1,1,1,3,2,1,4,3,No,Y,80
245,36,Female,Married,5,Medical,IT,Systems Administrator,5,17,3,1,6,31644,197.78,1582.24,20,28,Travel_Rarely,No,7,25,0,4,2,2,3,4,3,1,No,Y,80
246,48,Male,Single,1,Technical Degree,IT,Systems Administrator,4,16,6,6,1,22588.8,141.18,1129.44,20,8,Travel_Rarely,Yes,6,22,1,3,3,2,1,1,3,2,Yes,Y,80
247,58,Female,Divorced,5,Life Sciences,Finance,Accountant,2,27,6,2,5,14722.8,92.02,736.16,19,23,Non-Travel,Yes,1,39,5,3,1,3,4,3,3,1,No,Y,80
248,61,Male,Married,1,Human Resources,Human Resources,HR Associate,1,12,5,5,0,4793.4,29.96,239.68,16,6,Non-Travel,Yes,8,18,1,3,2,1,4,2,3,1,No,Y,80
249,54,Female,Divorced,4,Marketing,Sales,Sales Executive,3,11,7,7,8,19132.2,119.58,956.64,8,16,Non-Travel,No,7,22,6,1,2,4,1,1,3,1,No,Y,80
250,28,Male,Single,3,Life Sciences,Research & Development,Lab Technician,2,27,3,0,4,10588.8,66.18,529.44,22,30,Travel_Rarely,No,5,40,3,1,3,2,1,1,4,1,No,Y,80
251,48,Female,Divorced,3,Other,Human Resources,HR Manager,5,21,8,7,7,20946,130.91,1047.28,23,5,Travel_Frequently,Yes,4,28,3,3,3,1,2,3,3,1,No,Y,80
252,56,Male,Married,2,Medical,Research & Development,Research Scientist,2,3,0,0,2,11067.6,69.17,553.36,13,12,Travel_Rarely,Yes,8,4,5,3,3,2,3,4,3,1,No,Y,80
253,23,Male,Married,4,Medical,Finance,Accountant,2,0,0,0,0,11716.8,73.23,585.84,14,25,Non-Travel,Yes,9,14,2,1,4,1,2,1,3,3,No,Y,80
254,50,Male,Married,1,Marketing,Sales,Sales Manager,2,18,8,3,4,6247.2,39.05,312.4,5,3,Non-Travel,No,1,30,1,4,3,1,3,4,3,3,No,Y,80
255,22,Female,Married,3,Marketing,Human Resources,HR Manager,5,2,2,2,2,27747,173.42,1387.36,14,6,Non-Travel,No,6,6,6,1,2,2,3,4,4,2,No,Y,80
256,27,Female,Single,4,Other,Human Resources,HR Manager,2,17,7,2,3,6056.4,37.85,302.8,17,10,Non-Travel,No,0,26,6,3,4,4,2,1,3,1,No,Y,80
257,29,Female,Divorced,3,Technical Degree,Research & Development,Lab Technician,2,0,0,0,0,3711.6,23.2,185.6,24,24,Travel_Frequently,No,9,13,6,3,4,1,3,1,4,1,No,Y,80
258,42,Male,Married,2,Marketing,Research & Development,Research Scientist,3,11,6,5,0,12148.2,75.93,607.44,14,17,Non-Travel,Yes,8,17,6,2,1,2,3,3,4,2,No,Y,80
259,28,Female,Divorced,5,Marketing,Research & Development,Research Scientist,2,16,4,4,7,10500,65.62,524.96,15,30,Travel_Rarely,Yes,3,20,4,2,2,1,4,4,4,0,No,Y,80
260,52,Male,Married,3,Other,Human Resources,HR Associate,4,28,9,5,2,32712,204.45,1635.6,14,1,Non-Travel,Yes,3,32,6,2,2,3,2,2,3,0,No,Y,80
261,26,Male,Single,4,Technical Degree,Sales,Sales Executive,1,1,1,0,1,2368.8,14.81,118.48,13,2,Travel_Rarely,No,0,4,6,1,2,2,2,3,3,1,No,Y,80
262,59,Female,Married,3,Medical,IT,IT Manager,5,7,7,1,1,34416,215.1,1720.8,5,17,Travel_Rarely,Yes,4,12,6,1,1,2,4,3,3,1,No,Y,80
263,33,Male,Married,4,Technical Degree,Research & Development,R&D Manager,2,13,1,1,1,11559.6,72.25,578,8,17,Travel_Rarely,No,5,22,4,1,1,3,4,1,3,3,No,Y,80
264,65,Female,Married,2,Human Resources,Finance,Accountant,4,6,1,1,5,11848.8,74.05,592.4,5,22,Travel_Frequently,Yes,6,20,4,1,1,2,4,4,3,0,No,Y,80
265,26,Male,Married,2,Marketing,Research & Development,R&D Manager,4,3,3,3,3,15751.2,98.45,787.6,23,19,Travel_Frequently,No,5,18,5,4,4,3,2,4,3,2,No,Y,80
266,62,Male,Single,1,Life Sciences,Sales,Sales Executive,4,21,0,0,6,28572,178.57,1428.56,15,5,Travel_Frequently,Yes,1,36,6,4,2,3,4,4,3,2,No,Y,80
267,24,Male,Married,1,Technical Degree,Finance,Accountant,4,14,7,0,0,11752.8,73.45,587.6,22,22,Travel_Frequently,Yes,7,27,1,3,4,4,1,4,3,3,No,Y,80
268,54,Male,Single,4,Marketing,Finance,Finance Manager,4,19,10,5,4,17400,108.75,870,6,1,Non-Travel,Yes,2,30,2,1,3,4,1,4,3,2,No,Y,80
269,64,Male,Single,2,Medical,Human Resources,Recruiter,1,29,1,1,1,4518.6,28.24,225.92,10,1,Non-Travel,No,0,43,5,4,4,3,1,4,3,2,No,Y,80
270,42,Female,Divorced,1,Technical Degree,Sales,Sales Manager,2,10,7,5,2,14487.6,90.55,724.4,14,12,Travel_Frequently,Yes,7,12,6,2,3,3,1,3,4,3,No,Y,80
271,59,Male,Single,5,Marketing,Human Resources,HR Associate,5,25,8,7,6,16308,101.92,815.36,16,26,Travel_Rarely,No,8,34,3,3,2,4,4,3,3,3,No,Y,80
272,23,Male,Divorced,5,Medical,IT,Software Engineer,2,21,7,4,8,14479.2,90.5,724,18,30,Non-Travel,Yes,8,27,2,4,2,2,2,3,4,3,No,Y,80
273,62,Male,Single,4,Marketing,Human Resources,Recruiter,2,8,8,3,6,7088.4,44.3,354.4,8,5,Travel_Rarely,Yes,3,17,3,4,4,4,1,2,3,1,Yes,Y,80
274,64,Female,Divorced,2,Other,Sales,Sales Manager,4,25,0,0,1,17143.2,107.15,857.2,24,10,Travel_Rarely,No,5,27,3,2,2,1,1,3,3,0,No,Y,80
275,42,Male,Married,5,Other,Finance,Finance Manager,2,29,6,3,2,4500,28.12,224.96,10,7,Travel_Frequently,No,6,37,6,1,4,3,1,3,3,3,No,Y,80
276,31,Female,Married,4,Other,Human Resources,HR Manager,1,20,9,0,0,7989.6,49.94,399.52,12,9,Non-Travel,No,4,31,6,1,2,4,4,1,4,3,No,Y,80
277,41,Female,Single,2,Marketing,Research & Development,Research Scientist,4,20,5,5,0,15573.6,97.34,778.72,7,27,Travel_Frequently,No,6,30,5,4,1,2,3,1,3,2,No,Y,80
278,25,Male,Divorced,2,Other,Finance,Finance Manager,2,0,0,0,0,8568,53.55,428.4,23,3,Travel_Rarely,Yes,3,4,6,4,3,4,4,2,3,2,No,Y,80
279,27,Male,Married,3,Medical,Finance,Accountant,5,7,0,0,7,37806,236.29,1890.32,24,21,Travel_Rarely,Yes,7,13,2,2,1,4,4,3,3,2,Yes,Y,80
280,22,Male,Divorced,5,Technical Degree,Finance,Finance Manager,4,3,3,3,3,35553.6,222.21,1777.68,13,10,Non-Travel,No,6,7,3,2,2,3,2,4,3,1,Yes,Y,80
281,37,Female,Divorced,4,Medical,Human Resources,Recruiter,4,2,0,0,2,17510.4,109.44,875.52,17,22,Travel_Rarely,No,6,10,0,1,1,1,3,2,3,2,No,Y,80
282,22,Male,Married,5,Human Resources,Finance,Accountant,4,21,5,2,8,6415.2,40.09,320.72,23,6,Travel_Frequently,Yes,8,36,2,4,2,1,3,4,3,0,No,Y,80
283,53,Male,Married,3,Technical Degree,Human Resources,HR Manager,5,26,4,4,6,14109,88.18,705.44,15,24,Travel_Frequently,Yes,8,40,0,2,2,1,2,2,3,2,Yes,Y,80
284,49,Female,Single,4,Life Sciences,Finance,Accountant,5,15,7,7,1,41376,258.6,2068.8,9,4,Travel_Frequently,Yes,3,24,1,2,3,2,1,2,3,0,Yes,Y,80
285,65,Female,Single,3,Life Sciences,Human Resources,Recruiter,1,12,5,1,5,2711.4,16.95,135.6,5,3,Travel_Frequently,No,7,20,4,1,3,1,4,3,4,1,No,Y,80
286,63,Male,Married,3,Life Sciences,Sales,Sales Manager,5,12,1,1,4,14748,92.17,737.36,12,25,Travel_Frequently,Yes,0,18,1,4,4,3,2,1,3,3,No,Y,80
287,65,Female,Divorced,2,Marketing,Sales,Sales Representative,5,6,6,6,6,29415,183.84,1470.72,13,19,Non-Travel,No,1,19,6,3,2,4,4,1,3,2,No,Y,80
